datetime,crime_type,latitude,longitude,area
2024-04-28 12:52:48,Robbery,12.916233345526857,77.58790806250656,North Amanda
2023-11-03 18:32:29,Theft,12.867216439493344,77.42934445617884,West Coreymouth
2024-11-21 04:58:53,Robbery,12.897557870580524,77.64420902117143,Yolandaport
2024-08-23 08:55:47,Assault,13.004071368818657,77.55178165193665,Bobbyborough
2023-01-11 14:21:12,Theft,13.085692176042036,77.43434982777971,South Dana
2025-06-21 20:33:58,Burglary,12.997039038077611,77.47031519098135,New Lori
2025-02-11 16:20:44,Robbery,12.85873228305461,77.62123214243651,Lake Kevinberg
2024-02-24 06:23:09,Robbery,13.098006040561641,77.44329077261193,Stephenbury
2025-04-11 02:30:02,Robbery,12.907891905383547,77.50232815458156,Pattersonton
2025-01-23 07:47:57,Fraud,12.837574897929237,77.41518435558739,Jillside
2024-08-20 23:16:00,Robbery,13.067927419357613,77.63693080615947,Sandersstad
2024-07-28 23:19:41,Theft,13.096649497897026,77.60305310540974,Debraside
2024-12-03 10:01:35,Fraud,12.996914941924766,77.45401714224121,Diazburgh
2025-03-06 07:13:14,Burglary,12.82346639332631,77.49882865595234,Lake Austinland
2024-08-20 22:06:44,Burglary,12.959762633103201,77.57913945512676,Adkinsbury
2024-03-08 02:45:29,Theft,12.882123323436382,77.57343071403763,Deborahberg
2025-06-21 03:31:06,Theft,12.84042101643141,77.65497219797139,Port Reneeburgh
2023-03-05 10:58:39,Theft,12.963810766676271,77.4373235882029,Wilsonview
2024-11-07 21:21:04,Fraud,12.819897277764698,77.69387356051833,East David
2023-04-08 14:35:57,Burglary,12.892723704340945,77.62298760369238,Garciafort
2025-08-16 04:05:27,Burglary,13.013308432599569,77.58582914734761,West Alexanderfurt
2023-05-07 05:52:58,Assault,12.908415298995086,77.59000055632625,North Courtney
2023-10-04 17:00:34,Assault,13.058111732038157,77.60583522661378,Weaverfurt
2025-04-17 09:08:55,Fraud,12.921970099108538,77.56821139804511,Lake Tonya
2024-03-25 03:32:59,Robbery,12.93322497853622,77.66194946157917,Lake Phillip
2025-07-18 04:26:59,Robbery,12.808015480525208,77.50023110017635,North Thomas
2024-12-27 01:16:16,Fraud,13.071761362312131,77.6971371359346,Christinamouth
2025-04-22 14:49:17,Theft,13.04186995588506,77.45207480875614,South Andrew
2023-06-04 15:27:05,Assault,12.972506961614188,77.51351844765989,Heatherchester
2025-04-14 15:07:32,Theft,12.889406487386077,77.60994207090631,Craigshire
2023-05-15 15:01:09,Assault,13.071298052721575,77.6819670300733,Ryanberg
2024-03-14 10:05:24,Assault,12.949639923230862,77.64898860289196,Johnsonside
2024-09-13 01:29:23,Assault,13.062055358235035,77.4641084522033,Tylerberg
2025-08-16 03:18:26,Robbery,12.907560550794061,77.62513058524928,North Markmouth
2025-03-14 08:57:56,Assault,13.008433823120818,77.68860396089295,South Michelleton
2025-05-09 01:58:55,Assault,13.035615884025566,77.69990773595872,South Jennifer
2025-05-20 16:24:49,Assault,12.999045057384517,77.53414081207603,West Katherineview
2022-12-30 09:39:47,Assault,12.890369149110784,77.66153792589039,Port Chris
2024-04-03 07:39:42,Assault,13.010712249823877,77.55396368415988,Port Bethside
2025-06-10 17:02:01,Assault,12.947563470278842,77.43211826079464,Deanmouth
2025-04-13 20:26:55,Theft,13.018284168766531,77.47959437522694,Manningville
2023-02-24 07:05:28,Robbery,13.005579127992641,77.61277146728003,North Andrew
2023-06-30 06:27:35,Burglary,13.012101273263463,77.54170493140198,Kevinton
2023-08-07 07:30:07,Fraud,12.945481644596216,77.42485494506806,Jacobtown
2025-07-19 03:45:16,Burglary,13.08332589949804,77.63993909628907,Lake Sean
2024-08-28 21:27:43,Robbery,12.952643205775113,77.54639717131063,South Heather
2025-05-04 05:23:37,Assault,12.957308334678372,77.45047302533244,South Dawn
2022-10-20 06:16:49,Burglary,13.066319772025073,77.57722895785774,North Michaelside
2023-02-27 18:33:25,Robbery,12.966972218896501,77.6987711113192,East Shannonport
2025-02-01 22:38:34,Burglary,12.818500873727269,77.47538225069897,Matthewberg
2023-08-15 09:55:39,Assault,13.081420021535276,77.54553011319506,Joshuastad
2025-07-18 23:12:31,Assault,13.051298613975625,77.66418656210078,South Alexandra
2023-01-08 09:29:05,Robbery,12.917371517098369,77.65225262639346,Rochaberg
2024-04-10 01:10:30,Fraud,12.958800296297808,77.6844579579093,Lindseyborough
2023-03-18 01:52:09,Burglary,12.920943533162648,77.5939013581804,Ianshire
2022-08-28 09:04:15,Robbery,13.074700649377306,77.4238235979586,South Marcus
2023-08-24 23:04:00,Burglary,12.82225708427664,77.57235251668621,Heidiside
2024-11-29 11:53:26,Robbery,12.809255671207913,77.57912874930719,Carpenterton
2025-01-07 13:05:01,Theft,12.971092496943616,77.56370927333725,Port Denise
2023-12-28 21:15:48,Theft,13.01926757925112,77.58687867806708,New Bradleyborough
2025-06-15 18:29:43,Burglary,13.035275204056175,77.44704512675142,West Elizabeth
2024-05-24 14:26:43,Theft,12.810268637474222,77.63608195566334,Hollymouth
2023-12-31 13:57:07,Assault,12.894127984643047,77.6943111380659,West Margaretmouth
2024-02-29 00:20:10,Burglary,13.022995664908718,77.46469907682291,New Patrickmouth
2024-03-26 15:37:31,Theft,12.822674324702671,77.57792800033754,Nicholasfort
2024-07-13 03:31:55,Robbery,13.082810850155244,77.42976713273158,Derrickport
2024-04-19 18:19:19,Burglary,12.958121516404525,77.65565727167112,West Davidtown
2023-02-17 01:19:17,Theft,12.989180600088325,77.69820776495264,Vanessaburgh
2022-08-23 19:19:05,Assault,12.996839736338174,77.6089049930296,East Tony
2024-11-20 14:40:07,Fraud,12.926639456194968,77.65717831840598,Lake Kellimouth
2022-08-25 12:07:48,Burglary,13.061390950037941,77.40865812487544,Mahoneyfort
2024-01-22 05:34:41,Robbery,13.075015707802478,77.46789388618222,New Steven
2023-08-13 01:48:28,Burglary,12.84174742960823,77.69181854540892,East Scottburgh
2022-12-14 19:12:26,Theft,12.880012065656377,77.69144418333569,Freyberg
2025-07-29 12:09:13,Assault,12.99788759282222,77.66077732710286,Leonardtown
2025-05-21 14:50:45,Theft,12.907221110223542,77.46369287476927,Port Robin
2023-11-24 02:19:12,Burglary,12.853010165056695,77.45974419040309,North Johnside
2024-01-29 04:38:16,Theft,12.896160317304028,77.69605979136094,Weberburgh
2025-04-15 15:43:34,Burglary,12.940629167222816,77.59927393595244,Elizabethview
2023-08-03 19:01:18,Theft,13.006198605258987,77.56833042095637,Michaeltown
2023-08-17 16:53:20,Burglary,12.907116266425149,77.64517281070913,South Victoria
2022-11-15 09:58:20,Theft,12.90444524460642,77.64568831507502,Davidtown
2025-04-28 03:40:04,Assault,12.892633310370533,77.54341101286076,Rileyhaven
2024-07-29 02:37:34,Assault,13.054109937539401,77.68910918246787,Rasmussenfort
2025-02-14 11:06:15,Burglary,12.8786004852152,77.50491894317061,Mayview
2025-03-09 03:13:43,Assault,12.809112791259777,77.64736189234848,Port Jeffreymouth
2025-07-10 10:52:49,Robbery,12.823955399449012,77.42074840046438,Woodfort
2025-07-18 16:27:12,Robbery,12.840454138932094,77.65382694259574,Andrewsside
2023-09-01 16:31:19,Theft,13.025041326725317,77.57799757612459,Moraburgh
2023-12-27 00:14:25,Robbery,13.006297146269185,77.56433868773692,New Maryfurt
2024-11-01 03:27:52,Fraud,12.93393586198845,77.55658353840693,Huntstad
2024-03-12 08:35:51,Theft,12.966808281887078,77.40037091868761,Lake David
2023-10-28 15:09:06,Burglary,12.92250502466689,77.60738000176313,Andersonview
2025-05-10 06:07:30,Theft,13.04464023893592,77.41325648999958,Stephenberg
2024-05-11 06:38:45,Assault,12.949169983051041,77.44447884803616,West Jason
2024-05-22 08:53:28,Fraud,12.802478594368331,77.65598420738212,South John
2022-08-22 11:47:50,Burglary,12.864104628818392,77.67837784967223,West Jeffrey
2023-03-25 12:30:47,Assault,13.051625420300633,77.50896452368269,Stevensview
2025-08-04 15:46:54,Assault,12.957101395095926,77.67597884499678,Valdezton
2024-07-19 04:19:32,Assault,12.96769626915981,77.47290290154857,West Robertburgh
2024-07-13 10:23:46,Fraud,12.823254248038817,77.63189904083794,Lake Josephbury
2025-08-04 18:09:53,Assault,12.998619983989514,77.57066303349112,North Benjamin
2024-10-18 06:27:27,Fraud,13.038971552254258,77.65753671231928,West Codyfurt
2024-02-14 17:56:24,Assault,13.015463126038803,77.51903071688129,Meyerville
2025-03-05 02:15:47,Burglary,13.055752610264607,77.53107761031501,East Michelleborough
2024-06-19 18:05:04,Assault,13.021162235811412,77.43991514772843,West Jessestad
2025-07-18 00:15:04,Fraud,12.934397640643853,77.59755206012058,Frankbury
2025-08-10 09:41:21,Assault,12.982869078054813,77.40838702748069,West Coreyfort
2022-11-07 06:11:17,Assault,13.075864526719434,77.62628158660846,New Robert
2024-08-18 10:59:00,Robbery,12.921745746868906,77.50357452904372,Lake Gregorychester
2022-09-20 00:55:45,Burglary,12.92582355714682,77.64799567783938,North William
2022-11-11 22:12:45,Burglary,13.06937582116104,77.49463139362999,Michaelport
2024-08-12 05:00:06,Assault,12.943795496388388,77.49519314926104,New Neilville
2025-02-12 00:13:54,Robbery,12.869504699185786,77.65199355482262,Julieport
2024-04-24 10:17:04,Theft,13.026528394186979,77.64142806459083,Donnafort
2022-12-04 12:04:04,Assault,12.963168623046696,77.52971341169876,Lake Melanie
2025-01-04 10:25:26,Burglary,13.087865213978572,77.64882903391444,North Gabrielle
2024-12-01 13:03:26,Robbery,12.987525250991135,77.46886945937821,Andrewfort
2022-11-05 23:35:33,Fraud,12.809202455180666,77.5800530841173,Maryville
2024-12-04 18:26:27,Assault,12.950174251051296,77.41481863688142,Scottport
2025-06-06 21:39:53,Robbery,13.004957431831496,77.47771749715258,Lake Richard
2024-03-04 09:06:10,Theft,13.034891197847776,77.66787670004881,Lake Elizabethtown
2023-02-23 00:29:27,Fraud,12.972915352709542,77.55827503138703,North Paulborough
2023-06-03 20:54:43,Robbery,13.089488751192832,77.54776024341005,East Sonya
2024-09-25 17:25:08,Robbery,12.976890837872599,77.4985376579214,Amybury
2022-09-23 04:57:38,Assault,12.994647294373035,77.60966509505101,Jamesbury
2023-12-02 02:16:17,Assault,13.008456780997045,77.6229717345358,Lindashire
2025-02-15 09:58:04,Assault,12.882456294693839,77.54434738568632,Jamesfort
2025-02-13 12:34:53,Burglary,13.044050228652257,77.52090851061628,West Dannymouth
2024-07-15 13:10:35,Robbery,12.87957853339175,77.48701389608365,Riosmouth
2024-09-18 06:35:36,Fraud,13.08480785826641,77.60768747164165,West Heidi
2024-08-20 14:31:08,Robbery,12.826582521722276,77.66980783910107,East Scottberg
2024-10-10 12:00:48,Burglary,12.846067970411152,77.58647483345229,New Selena
2023-10-17 06:45:07,Assault,12.971779366666478,77.52690181436677,West Ann
2022-08-30 20:53:32,Fraud,13.012665127399798,77.65437770793247,South Kimberly
2025-02-19 10:53:20,Robbery,12.824545066735638,77.67422824855306,Robinsonmouth
2022-09-20 10:07:14,Burglary,12.880232161555643,77.46519606298472,Jessicaview
2023-04-19 18:57:13,Fraud,12.923534890773121,77.43812685532046,New Michaelmouth
2024-02-04 14:41:26,Fraud,12.807708335527783,77.64762361899031,North Tammyburgh
2023-09-17 15:46:45,Theft,12.95979138702035,77.62786931138206,Lake Jamesburgh
2025-03-21 22:34:55,Robbery,12.83353514116948,77.56109510366815,Nashstad
2023-03-29 16:49:33,Theft,12.839074655800331,77.43593467566438,West Gregoryfort
2023-11-11 14:44:33,Burglary,13.086393907326869,77.48144163681741,North Michael
2025-06-11 19:58:16,Robbery,12.879330767131453,77.44271066518317,Gregorybury
2025-08-11 21:19:38,Robbery,13.001492024672855,77.55372804067491,Christophermouth
2025-02-08 20:30:48,Fraud,12.977663105855582,77.55299845309368,Lake Deniseshire
2023-08-09 20:20:11,Theft,12.86002489571727,77.4920037853042,South Devinville
2022-09-07 18:14:10,Burglary,12.876693975084011,77.43508432324937,South Mark
2024-03-05 09:41:33,Robbery,12.853884934077138,77.63916119521424,New Janetfurt
2024-09-24 07:16:44,Robbery,13.036428446840159,77.49808273682208,Reyesbury
2023-11-06 20:17:24,Robbery,12.949772795062641,77.52620960291688,Lake Darrenfort
2025-05-07 05:07:24,Assault,13.074210848085544,77.65619464255641,Stevenbury
2024-08-13 05:20:31,Assault,12.995998768920044,77.65150496256324,West Dawnborough
2023-07-16 00:18:24,Assault,12.845584879806156,77.56538919344723,North Christopher
2024-12-25 22:45:58,Burglary,13.039401479148802,77.47478446341817,Port Kellystad
2023-06-08 16:35:32,Robbery,12.991312456802811,77.44320337159053,North Erikside
2025-03-24 16:42:31,Fraud,12.916756698627843,77.46166325233723,West Shawn
2022-09-14 05:31:34,Assault,12.86298811491866,77.60260948913346,Hernandezview
2023-01-08 02:33:10,Burglary,12.99727416672544,77.6859290455097,West Karaville
2024-11-11 14:39:32,Fraud,13.047890938808784,77.40143944241052,West Tonychester
2023-02-02 04:46:10,Burglary,13.003458021481041,77.45963732948891,North Gregory
2022-12-03 06:12:03,Robbery,13.028697001922705,77.47666021519031,Port Maryhaven
2024-05-01 03:40:39,Burglary,12.949594011018094,77.67043287146184,New Jose
2023-07-13 04:48:44,Fraud,13.061892417874995,77.63429116112388,South Nicholas
2022-09-12 07:14:40,Robbery,13.060113920825724,77.5993317568549,Lake Stevestad
2023-03-23 17:37:58,Theft,12.827050452713975,77.5369490502728,Michaelhaven
2025-03-02 23:00:26,Robbery,12.987989160550633,77.61453276395333,Katherinemouth
2023-04-12 05:02:57,Theft,13.021031521559326,77.5676267621881,Georgeberg
2025-05-18 21:57:06,Assault,13.077901619275389,77.47735227800594,West Kennethton
2025-06-26 14:23:53,Fraud,13.051537204257448,77.56623994535421,Port Jennifer
2024-06-04 09:23:12,Fraud,12.991389565253195,77.6145368180075,South Abigail
2024-09-02 02:41:24,Fraud,13.08145752587118,77.63295818351244,North Vanessaville
2023-10-19 04:31:06,Theft,13.002094967821273,77.59424648777636,Lake Angela
2023-08-08 01:42:48,Robbery,12.965554732377523,77.5152299016361,North Devon
2025-07-10 19:02:47,Assault,12.8738640526241,77.48162587676133,Courtneyborough
2022-09-13 04:07:16,Assault,12.909786335971503,77.59376347890972,New Corey
2022-11-19 11:37:55,Fraud,12.839988258150555,77.52009784439362,Daniellemouth
2023-05-07 12:01:27,Burglary,12.830461697221445,77.45800292360695,Rogersmouth
2024-06-05 03:36:07,Robbery,13.002677898573891,77.66725490275662,Shanemouth
2023-07-28 06:48:05,Assault,13.00447073309614,77.57897128612372,Ginachester
2024-09-03 12:33:03,Assault,12.919850935219705,77.44117917306318,Jasontown
2022-11-29 09:07:12,Fraud,12.904467818154266,77.56659727383727,Port Michael
2023-10-05 11:40:28,Assault,12.824762707583705,77.54088172887135,Port Monicaside
2025-03-06 22:57:49,Fraud,12.946523472794041,77.51736109077058,Ballport
2025-05-26 13:22:58,Robbery,12.939432034967957,77.60211227392077,South Sheila
2023-06-24 14:03:32,Assault,13.003268698183009,77.66776388668842,South Kimberlymouth
2025-02-26 04:12:18,Theft,13.093776155773078,77.69801828720432,New Virginiaville
2022-11-28 05:46:43,Burglary,12.957020743182776,77.40395174796821,Mosesport
2025-01-31 15:03:17,Assault,12.918611976300276,77.61005590244396,Fletcherfurt
2024-11-29 21:53:55,Burglary,12.837738506679022,77.6756226251398,Lake Brandon
2024-05-26 00:58:18,Assault,12.955647262025362,77.43529466735,New Allen
2022-12-26 16:48:27,Fraud,13.062341002337352,77.5248791866872,Velazquezstad
2025-07-17 05:13:25,Assault,12.823963303789878,77.62939820859066,New Barbara
2025-04-21 04:38:40,Robbery,13.06443409817733,77.63178866346297,West Danielle
2024-01-15 08:13:40,Theft,12.88285871331497,77.40510170752816,North Carla
2024-09-29 13:38:38,Robbery,12.990998567518451,77.44740785092328,North Bryanmouth
2023-12-17 03:42:18,Theft,12.897248697024652,77.68056545545652,Williamsonton
2022-11-20 18:04:33,Theft,13.003823783164805,77.68101654468609,New Shanestad
2022-12-19 08:22:06,Robbery,13.08057190716127,77.53556509807443,North Susan
2024-02-20 22:31:26,Fraud,12.981395382113686,77.57748758680037,Port Tonyshire
2022-08-21 12:59:03,Assault,12.918773565823306,77.41888496173641,North Mark
2024-08-05 20:57:59,Robbery,13.033837711834524,77.43624399919132,West Tina
2024-05-07 09:32:35,Fraud,12.861957750696767,77.5637987179268,West Kevinhaven
2024-04-19 17:39:20,Theft,12.866419534426221,77.45983719016535,South Cynthiaberg
2023-12-06 12:23:29,Robbery,12.815004739965964,77.68296648851262,New Anthonyshire
2023-12-10 18:36:58,Fraud,13.058097501235746,77.55596826109358,Lake Christopher
2022-10-16 05:36:18,Assault,12.942781043140934,77.58370962870504,Alisonland
2023-08-29 05:08:28,Robbery,12.906263539647359,77.41615911477076,Bethanyfurt
2023-04-26 22:37:51,Assault,12.854120266190096,77.60052016677545,New Stephanie
2023-02-25 13:32:43,Robbery,12.914427330716375,77.49111694732471,South Anna
2024-11-11 12:24:31,Theft,12.95679379929015,77.49804085454139,Lake Tracy
2024-01-16 05:20:29,Fraud,12.862642607757753,77.46842434291729,Bentleyberg
2023-09-02 20:46:18,Assault,12.874971359835024,77.61485737191529,Greenton
2022-11-26 23:52:33,Fraud,13.075029541802644,77.40942240756482,Jonathanview
2024-10-22 08:02:35,Assault,12.953657311651265,77.48100116545943,New Jasmine
2024-07-05 06:05:12,Robbery,12.83422233883753,77.69338302098308,Webstermouth
2024-09-06 07:42:34,Assault,13.087280578579747,77.46186566408808,South Melissachester
2023-12-28 14:58:32,Fraud,12.95535846373833,77.66258295194602,Port Kevin
2024-11-07 11:28:28,Fraud,13.083967743897315,77.43570079463345,Port Jenniferberg
2023-04-08 16:47:08,Burglary,12.8814490724454,77.58333967794582,Tylerchester
2025-05-23 21:19:16,Robbery,12.976292348645893,77.52996382131475,Danielstad
2024-01-19 00:53:20,Robbery,12.90276660999452,77.52136667825465,Phillipsburgh
2022-09-23 03:08:20,Robbery,12.884062660741707,77.62649460976651,Rosetown
2025-02-12 09:25:48,Theft,13.015533979144635,77.60113457557688,Jeremyside
2024-05-28 15:38:57,Robbery,12.867597619887048,77.52650478548597,South Lauraton
2023-03-29 12:28:35,Theft,12.850565832884646,77.46346115558566,New Patrick
2025-07-09 01:22:08,Fraud,13.087894962343894,77.63877416956414,Ethanview
2025-01-24 07:02:29,Fraud,13.008621287110326,77.4521819508875,Port April
2025-03-29 00:05:01,Theft,13.0359235579009,77.560036989953,North Mary
2023-06-25 02:13:10,Theft,12.904377562212138,77.40946934887002,Cunninghammouth
2024-06-09 06:10:06,Fraud,13.054484759560621,77.45063776436403,Yorkmouth
2023-12-11 03:03:37,Burglary,12.887966148849873,77.55545160120462,South Brentland
2023-04-28 20:40:42,Fraud,12.82624551149794,77.68910883304395,Ericmouth
2022-10-16 13:00:06,Robbery,12.915423430189305,77.50509803172953,New Katherine
2022-12-02 05:08:58,Burglary,13.077419513403473,77.60178462322142,Sabrinafort
2024-02-02 01:02:09,Theft,12.907452260019824,77.41580320890753,New Alisontown
2024-09-16 18:18:32,Theft,12.95865301720085,77.56192673427728,Port Kelly
2023-09-23 20:17:17,Theft,12.949218747422595,77.66720254086813,Elizabethview
2024-04-15 08:56:59,Assault,12.937770328317612,77.61278383886956,East Nicholas
2025-06-22 18:46:40,Assault,13.031819439012587,77.49246605576165,Lake Connie
2025-03-29 00:21:19,Burglary,13.05113787090245,77.41675616584907,Bellland
2022-09-20 12:38:24,Robbery,13.094540152892177,77.56350346898522,New Emily
2023-05-29 23:03:48,Burglary,12.820718443592174,77.54168307275499,Tonystad
2024-03-18 09:52:16,Burglary,12.89558600415452,77.63262051725053,Hoganland
2023-11-16 19:49:45,Burglary,12.835831545895228,77.52602917212596,Port Michael
2025-07-29 05:50:08,Assault,12.82786621179762,77.5361489867706,Sherristad
2025-02-06 19:26:29,Theft,12.901846519418875,77.42594036071277,Simsview
2023-08-25 20:22:30,Fraud,12.826720840516842,77.51373198357143,Karenchester
2024-02-10 14:27:41,Robbery,12.959109619064128,77.59538624389286,Xavierview
2023-04-07 13:41:14,Fraud,12.937919478559795,77.64406484978402,New Kevinbury
2024-03-22 16:40:13,Robbery,12.831540262418473,77.55067059112898,Shellyborough
2024-12-22 15:37:17,Assault,12.985907573485724,77.4164713975304,Annchester
2024-05-15 18:10:56,Theft,12.971261919199096,77.55852550639595,West Kathleenfort
2025-06-11 12:59:50,Fraud,13.088377191428052,77.56087842383904,South Michaelmouth
2023-11-18 03:56:27,Fraud,12.970470362549703,77.57289930710581,Carlaland
2022-09-13 06:11:24,Theft,12.951134023423004,77.62208099101076,Mooreview
2024-04-27 20:44:02,Burglary,13.001918579286691,77.6470207616422,South Sarah
2022-09-30 05:41:19,Theft,13.026490118883652,77.68746645130038,Michaelmouth
2023-11-02 15:35:42,Fraud,12.832642108273323,77.63062385613901,North Judyshire
2025-02-25 03:46:35,Fraud,12.86699311405469,77.48561582016654,Lewischester
2023-06-22 04:46:15,Assault,12.818754665769905,77.60422697711846,Bakerburgh
2024-06-27 16:11:47,Fraud,13.0068002398617,77.60480410538563,Christinatown
2022-10-28 21:38:51,Robbery,12.823612584793377,77.45782200893808,East Charlesport
2023-08-21 12:33:10,Burglary,12.961405305473125,77.62711329628706,North Casey
2023-07-25 15:46:18,Theft,13.092424044569926,77.58697404272402,Blevinsview
2025-05-25 15:48:45,Fraud,13.00187175795075,77.66048419738328,Lake John
2025-06-18 07:47:34,Robbery,12.914798958160027,77.60121649106674,Christinamouth
2025-04-07 10:42:05,Fraud,13.03804274677579,77.43827457371025,Jonesmouth
2024-11-06 04:09:34,Burglary,13.042815174456013,77.49370845161461,West Erikstad
2025-08-09 01:47:36,Assault,12.897014118160426,77.43703303377964,East Matthew
2024-07-22 00:57:40,Robbery,13.01947082969256,77.47877681513278,West Lindahaven
2022-12-31 03:09:26,Robbery,12.963719336306033,77.60935551054006,Markstad
2025-03-03 00:57:59,Theft,12.960362884269276,77.60350323074674,Gilbertbury
2025-01-28 16:56:51,Assault,12.96923823611209,77.5869423409398,South Jamesside
2025-07-30 05:52:57,Theft,13.004631195608791,77.68830531834375,Port Lindsay
2023-11-06 06:25:33,Assault,12.872894176644442,77.6323440916599,Joseton
2024-06-13 09:55:30,Burglary,12.935588646219278,77.43415614936914,Josephfort
2024-02-10 11:55:11,Assault,12.883626011867849,77.53264486524743,Duncanfurt
2023-12-18 08:21:20,Fraud,12.990742679707765,77.60529697728265,Nunezbury
2025-04-15 14:31:02,Fraud,13.083890914751372,77.59322148788381,Aaronstad
2025-08-01 08:24:39,Burglary,13.023298594131703,77.40123114360206,Hodgeburgh
2023-03-05 08:51:25,Assault,12.88811057486719,77.56885187768015,Tuckerport
2022-10-19 15:38:13,Burglary,12.823835904140157,77.65218737295014,South Timothyton
2023-12-07 15:32:55,Robbery,12.98674231214305,77.57318665186564,Longborough
2023-10-13 04:12:18,Fraud,12.960513687796428,77.4507743696942,South Markhaven
2024-12-28 00:42:37,Burglary,13.053001056193558,77.62242098167606,Port Christopherton
2025-04-26 16:55:29,Fraud,12.945242875942904,77.66942940275888,North Samuel
2025-01-26 00:06:47,Robbery,13.083658184595404,77.65331151689375,South Debbieshire
2023-03-29 00:55:16,Theft,12.941792997163352,77.51768322676492,Karenmouth
2023-12-22 06:33:10,Assault,12.960818470187917,77.47824808296456,West Daniel
2023-09-18 01:41:53,Fraud,13.020757489012627,77.6063103479756,West Kyleberg
2024-01-22 17:45:14,Robbery,12.976593501673342,77.43829006341066,Williamschester
2024-04-08 14:44:06,Assault,13.084636444454166,77.4372989049569,North Jessicaburgh
2023-03-25 12:09:44,Theft,13.059935541026451,77.63566159064862,Smithbury
2022-11-25 00:15:41,Theft,12.919062184824261,77.69594570959643,Murphyburgh
